,mval_ 0,mval_ 1,mval_ 2,mval_ 3,mval_ 4,mval_ 5,mval_ 6,mval_ 7,mval_ 8,mval_ 9,mval_10,mval_11,mval_12,mval_13,mval_14,mval_15,mval_16,mval_17,mval_18,mval_19,mval_20,mval_21,mval_22,mval_23,mval_24,mval_25,mval_26,mval_27,mval_28,mval_29,mval_30,mval_31,mval_32,mval_33,mval_34,mval_35,mval_36,mval_37,mval_38,mval_39,mval_40,mval_41,mval_42,mval_43,mval_44,mval_45,mval_46
1122,1503.64041671,1478.62706855,2331.96534018,1457.92661862,1440.1630274,1460.52776832,20327.0979075,2296.08494932,1538.01681291,60525.0275254,319710.682441,-13578.8073753,-49512.1718875,1513.07756806,1479.6188572,1567.44528186,1526.80812005,1513.56373318,1471.45790501,1450.13888627,1537.41542627,1453.91706377,1518.14706344,1552.3851947,61000.740418,340295.908765,-78280.6795657,-288633.691472,-698766.996525,1523.84874923,1591.80877629,1569.64922523,1468.51742625,1582.49180811,79068.0624903,187890.851661,160756.442533,1028214.3807,1439.86219816,1439.5592313,1502.9465499,1456.95813017,1522.45367821,1560.75371214,1498.23085044,1492.9942969,1496.07315513
1123,1487.51366609,1488.52965628,2346.48790176,1489.26825491,1473.87913559,1447.27882028,20428.9248044,2265.63721439,1557.84120034,-652889.57512,586285.352608,5590679.72143,-64949.6703591,1504.98657796,1470.62331273,1527.20238786,1493.6099415,1469.13565001,1478.82830417,1467.74615927,1531.06969195,1472.32754426,1521.54672104,1528.87028112,-52485.7003812,43252.8109729,263881.607164,-27112.1840973,18389.7992902,1538.44041926,1580.71275878,1537.06311937,1536.26909157,1603.10310345,37760.8202104,-69223517.9921,37501.5376506,43551.6904456,1448.9771701,1439.14119002,1509.78764407,1484.47568336,1588.21614312,1558.17933036,1537.39954718,1544.30105776,1492.63807817
1124,1529.35453297,1516.02794044,2417.0495346,1528.50622529,1526.18149092,1450.4462578,20636.9613805,2264.11650127,1528.39314751,62912.1620474,98554.1637073,441888.103193,-312847.083907,1504.31379349,1495.81389724,1538.84284724,1456.45521196,1443.48861515,1432.14018812,1495.30679965,1504.5530894,1503.71018591,1471.78535347,1512.92987472,-27244.1280791,234708.693196,185649.023613,459020.844861,359029.741477,1565.58402693,1588.15762062,1535.72414878,1549.42818649,1564.94495957,96968.933266,58916.868184,36841.909993,199182.211397,1389.71280645,1452.28417207,1515.92929283,1503.83761332,1561.39468716,1536.83611202,1488.9936924,1497.98610135,1474.79728185
1125,1542.93431662,1478.94771523,2402.98563671,1519.61568301,1487.43225942,1510.65230392,20907.8984207,2299.59041845,1553.3223014,-144461.849207,-10254.9433505,272.962124511,19516.8008098,1506.72617583,1547.05288404,1546.17993598,1440.08281305,1437.03475505,1418.72047256,1472.89161847,1513.23840142,1517.81203204,1457.4907868,1492.88939005,-32589.8200919,-791512.437977,-429328.20363,-81544.9924726,-100061.055233,1579.83372036,1589.88918284,1556.87260507,1485.08131326,1533.27874794,-72176.3209392,-216316.074681,58568.8359505,439556.658659,1412.63148057,1468.13890057,1511.7091599,1503.26063008,1543.38330947,1587.72182935,1465.16350613,1456.98670847,1492.95564951
1126,1519.90352439,1499.5041919,2362.61264535,1528.58381347,1453.59159059,1482.38248259,21356.3356944,2326.73970676,1555.0329118,79671.3208699,-386573.832167,-2044542.60184,53095.0692436,1563.50634455,1588.42708393,1534.47803728,1436.08088856,1487.63986641,1455.29111344,1461.50136072,1544.65442558,1525.30185394,1500.00996683,1524.22353578,-58679.386705,-119083.709684,-231075.233914,35780.7589273,-134416.197409,1552.43651325,1570.61472522,1557.3026589,1444.97584459,1527.31207862,236865.54857,-240686.39102,-373315.376995,-100868.627119,1475.37764435,1468.64311858,1454.31481767,1487.36925271,1571.24948328,1540.5369958,1492.89464951,1437.51041484,1533.49551588
1127,1479.00497576,1468.24528044,2311.26042534,1482.80831629,1460.66159729,1450.88435016,21493.486754,2297.43026086,1519.1555981,289226.719527,-226602.221505,-78679.4698361,-296393.024165,1552.34064616,1512.57950116,1516.25482055,1430.20245813,1514.78846877,1466.28894145,1475.22291393,1543.49116905,1537.61114534,1536.84248288,1494.79697708,-95251.0954144,36149.0161035,143126.2999,147026.685596,-131737.167663,1513.88352001,1559.31455222,1566.15301576,1481.33681948,1493.99960615,52171.4516128,86241.7524516,-169954.165907,-3885322.84819,1494.42805235,1468.81202108,1434.92703566,1497.49321124,1525.05569306,1498.85924689,1507.7068402,1436.5979679,1527.29766497
1128,1485.43861202,1434.28215002,2257.37075454,1489.06130556,1444.6773794,1438.30551001,21100.7777291,2246.63945547,1515.07012417,-80838.6414682,-517913.198241,93991.344622,22196.8319677,1515.5485004,1495.13699479,1522.82527351,1462.0515843,1488.46654833,1476.89758515,1473.86943185,1512.57036872,1507.01366527,1557.56496077,1476.79130858,108907.912859,-56137.8918256,-452229.85111,-264107.093234,-1139265.43632,1480.42801734,1542.58968347,1545.07323089,1497.40250982,1466.67740489,152017.608358,-46014.6865409,-380607.909024,1622577.32896,1455.97882377,1452.26368848,1438.30434715,1464.99395983,1509.87782961,1493.49162474,1504.63335038,1499.08639077,1495.43648806
1129,1469.39853284,1533.00413026,2253.31304805,1479.85813841,1444.91449964,1398.17838303,20891.926792,2265.80524344,1528.1600106,20181.1593658,-63011.600512,-151225.462938,29888.327024,1534.27387672,1490.92431107,1556.99213126,1492.14140064,1486.97143702,1487.45086475,1466.10593309,1556.5838732,1461.37964217,1543.9957652,1485.70302339,-323364.943594,7277.6351807,-175147.129497,147307.601792,82806.8491062,1487.02422266,1548.36866166,1512.28163228,1492.23906249,1494.1348234,-73553.561429,-27521.1852961,-250673.895501,-213706.693735,1413.7582026,1444.54772684,1464.60204671,1482.26660735,1523.16414351,1487.38367211,1519.70754113,1494.90926785,1476.13511937
1130,1487.6633363,1584.65336187,2359.58868695,1456.25694664,1503.16699241,1425.27603439,21245.0736802,2280.88009868,1496.09321831,13090.5626385,-63596.1356517,972414.697147,-982302.195076,1547.75050488,1473.00370654,1534.93555146,1445.52977698,1440.25850681,1476.75077658,1451.8774846,1569.6459495,1477.54920219,1526.48260919,1509.25009347,-59925.1086785,-119925.448036,-324107.592817,73703.2317057,128562.35052,1529.31024067,1522.7850613,1499.18015484,1497.21916729,1503.51463217,6544654.46116,-38628.9720047,42144.1231568,509025.87729,1457.87730892,1483.36277965,1486.05013303,1500.49226732,1545.74899819,1518.2533626,1537.62664014,1474.91399185,1482.18598242
1131,1566.75859473,1530.91434644,2464.4921229,1512.30992249,1488.31233417,1438.9996139,21347.0577386,2274.72819057,1496.2181741,-177229.086317,-176095.08467,66368.7804827,205381.775031,1539.84982877,1480.4750236,1501.66988676,1450.95630369,1453.28064271,1459.15199324,1443.35897254,1543.23547374,1487.87391422,1504.80684421,1529.85639044,-152383.471146,-359806.20643,-84833.1654555,229564.755051,-100779.684212,1513.67187857,1527.48422779,1534.68807117,1510.96572155,1475.84784955,115624.752677,-41697.3681538,-100278.651276,5558.173172,1494.48154056,1475.47415886,1508.39767856,1498.76672279,1526.62154625,1513.76434272,1542.65569299,1493.14629971,1477.6013011
1132,1556.32787907,1533.85835426,2390.86077305,1531.62808098,1440.73066424,1455.99513242,20930.3824693,2256.93335265,1538.02684262,-19566.1584294,152435.491734,714132.593693,83694.7500286,1481.58791841,1480.29156346,1492.36168848,1449.0129021,1481.23169458,1456.48212462,1441.32236278,1496.64357937,1465.75078384,1488.09234297,1539.64811703,-116484.293711,93949.80018,413201.540639,-13004.0114775,-161554.284873,1501.19862951,1546.42795683,1563.8905936,1539.40899342,1490.95630739,103882.555731,-47979.9906283,105888.889844,296933.502259,1528.08503411,1442.87153915,1516.59962299,1519.0370292,1492.94512946,1522.29986452,1491.45443308,1444.6563675,1457.17159357
1133,1525.56308007,1511.42814786,2311.14637739,1476.74101937,1451.0440942,1463.34240911,20433.3292768,2233.65638399,1549.64163168,-1623109.8646,1229747.61299,59290.5108997,63544.5900653,1457.1221453,1485.34709261,1457.22400373,1437.4331911,1462.01559188,1465.22385902,1432.39302308,1421.24140021,1425.30218537,1521.55107082,1532.9152073,-247591.826207,2835393.68582,-36609.7641763,12846591.5117,3394116.48748,1543.85229746,1558.53631461,1537.66393284,1565.28790677,1553.57306307,67578.2044647,-111170.210751,-11887.8321657,-16359.5723992,1555.4390067,1414.29338088,1482.3965072,1502.99019927,1511.99553565,1497.67675136,1453.05301831,1439.1738399,1446.40250767
1134,1494.78329712,1459.06826651,2287.4199229,1430.03404343,1458.70668384,1448.69394318,20831.4378692,2244.44621466,1555.4389969,62566.930514,898658.322513,-6923.61400197,33363.2429903,1462.17150185,1464.8738703,1488.94343134,1468.89954664,1466.28187842,1449.68963283,1446.71327206,1481.29968813,1444.81104453,1494.98264781,1497.26564861,-383925.738977,93989.4951197,-133525.52804,11119839.2677,79391.2209908,1531.897678,1507.5848382,1503.14517105,1530.46597666,1571.08927603,103069.315587,-128695.322529,-115146.704415,-74488.5285707,1536.84144734,1413.5859286,1480.42031874,1493.28614838,1491.48120056,1459.77422573,1504.55839342,1440.33275258,1491.52380475
1135,1487.89901984,1487.57135035,2338.28396869,1437.7871723,1483.48542646,1454.49515673,20790.9862626,2235.95070165,1541.55987326,-247517.740384,4074.49483063,-1038491.3159,33443.4807722,1487.86193054,1496.95482764,1544.88413934,1481.1038548,1459.79226905,1439.22754712,1485.80687967,1555.8183952,1493.72757368,1480.84883605,1502.03167089,-109763.079166,106923.101241,-127939.067726,-214899.707815,59801.9799954,1519.4966284,1490.23331997,1466.45287352,1525.89259895,1540.43564963,3740669.40527,145486.580971,-21096.7451148,-10331.3470044,1466.41805352,1449.01094611,1444.41532709,1482.58324311,1444.7797886,1477.28346391,1519.97746455,1463.57365369,1554.57705297
1136,1502.69601223,1512.1943279,2444.81497951,1494.45499359,1488.67371892,1391.82684839,20746.024698,2236.6233146,1540.57232631,234782.081455,-2347.93771645,-103990.143432,48576.754151,1505.47159917,1519.5023665,1503.49701298,1496.42526253,1440.80791202,1468.64247216,1491.62127527,1499.71122381,1507.03990812,1561.56481561,1531.19062345,219346.935936,295347.912066,-115957.633391,-160925.857637,148300.893816,1563.94015549,1521.26909654,1488.59604265,1568.57764765,1532.16521177,143180.034496,84650.5395394,703157.490423,1347521.88382,1421.29663031,1447.70482803,1420.54835346,1524.64324152,1457.61138506,1488.84487597,1507.33021729,1493.91885035,1536.96886387
1137,1500.18919273,1510.95221866,2426.35831792,1525.42198937,1470.0339553,1388.39129398,21010.4076317,2256.06783531,1541.01147148,161119.213849,58065.1138121,344733.493996,-350035.366718,1535.43742218,1479.29070033,1442.67690417,1460.98839445,1491.08787851,1457.1612892,1440.99156865,1479.02668495,1525.30537913,1541.49424045,1508.88733603,45027.4846151,277818.783807,-330166.580832,-115674.259455,-293897.78198,1544.20756254,1549.22500871,1544.80750298,1536.10527703,1517.12463698,127235.573543,-61127.3450653,78764.9580535,3922.32732739,1433.25184651,1442.08095993,1445.95897733,1537.69849519,1480.28850386,1462.9434166,1487.28959699,1445.79451639,1519.34417305
1138,1513.6727456,1505.39090063,2441.8863612,1502.53012365,1464.05929934,1427.01355868,20051.7739764,2284.52476435,1532.57801663,197497.952048,80048.1836669,-396611.346491,-51994.6130708,1531.42629599,1471.72456751,1463.10302152,1447.09412073,1465.01522498,1438.70492361,1426.12993919,1497.49292137,1537.12960558,1512.18787256,1529.09329241,-122559.54802,-18527.651957,320180.352209,-92254.0815591,764959.195304,1514.76514495,1568.50164422,1551.09382699,1494.62937016,1543.67228144,-150004.220719,-72898.5115522,105663.851562,90234.9052245,1418.46339838,1474.6449773,1470.82991296,1474.34286601,1469.70504686,1468.14005225,1499.6130162,1433.56040009,1528.16433314
1139,1546.03089411,1499.95922279,2364.98164823,1493.54205499,1427.10972514,1393.67476698,20147.5713897,2304.13139362,1529.13101891,-58797.1832409,-280332.002622,-131015.774451,-33138.5885645,1508.85588786,1490.40027317,1491.49007208,1450.24153493,1441.29973692,1418.41296197,1456.03205879,1540.00074731,1526.15435687,1526.88398549,1547.42192484,-66731.5864745,-114828.642444,-390849.575604,23727.687049,920608.396675,1550.97548355,1567.03574407,1565.11209543,1495.2113716,1593.00730439,-78070.5886801,-166054.982213,-312254.581951,-110705.063974,1446.78068473,1446.23414003,1451.08847925,1472.40382702,1536.7271162,1453.57033297,1523.44915686,1479.06202861,1525.43078678
1140,1536.17383112,1516.38752808,2365.83493997,1498.93526635,1442.07930969,1379.77187257,20687.650604,2260.4649566,1548.53650121,87193.3980409,-21475.4036682,-306515.407995,-66833.3875263,1524.54071995,1478.84852698,1518.0857864,1483.61332107,1497.04196403,1417.45121994,1424.57081807,1542.2766411,1486.14409561,1527.48026518,1509.61630688,168589.321671,59854.9745095,30407.7149297,-564069.769452,-84363.3718963,1533.01750247,1570.2501284,1554.87162438,1535.85830031,1529.08626239,-107526.186896,47800.1524453,40836.2239507,-148776.148318,1461.87913794,1392.1300183,1431.86700896,1500.42531573,1592.15612091,1457.6104635,1536.17516704,1480.64447011,1498.96429905
1141,1503.81897071,1523.4752247,2419.58046425,1531.01182725,1473.88197588,1415.64464593,20842.3827453,2289.34566529,1554.36224297,82573.48843,378809.785547,90203.2107893,30086.2724904,1517.59854976,1460.6228094,1497.43607816,1496.13905177,1461.28907387,1463.60440124,1402.94383543,1504.13181011,1493.34056026,1536.76021695,1508.69588591,-92107.2198011,-584349.785846,-716790.440692,-257860.003452,-182458.690607,1487.23216226,1585.21051601,1556.92211599,1509.36896883,1528.57595105,36990.1899847,37550.9858757,567548.430199,394522.970251,1448.10220433,1408.77691344,1425.83360313,1463.61709829,1541.29704221,1504.95549064,1509.62315562,1468.53704098,1469.3169972
1142,1543.67578695,1501.06009697,2375.18834483,1544.49033108,1427.95333647,1423.29006312,21242.1676689,2349.08549518,1558.02804247,571016.946445,76308.6831914,101290.395678,48301.7137975,1556.7175415,1460.77073002,1484.21353698,1446.11961198,1448.8905413,1461.07746692,1419.7066809,1511.89157781,1481.2544959,1482.8532292,1509.36128433,-41638.3947746,-189295.284131,258416.822602,123656.234153,-327368.401954,1507.84163007,1628.91476903,1541.974512,1497.37556403,1553.09487047,59102.8564004,263303.795763,-86729.4634223,2799166.25461,1428.05051574,1469.42990158,1447.69346335,1466.67241997,1521.12938149,1505.66208026,1480.12285181,1505.98581361,1535.73609989
1143,1566.94048331,1457.14343587,2370.40575294,1508.99946039,1407.63375934,1433.62819877,20761.2346254,2294.495891,1541.66619743,191934.905255,87868.0314323,-4464.22795897,-76158.4525657,1562.07070096,1459.77605739,1526.10192523,1446.15094415,1463.77282341,1424.9221347,1429.43193606,1509.73794942,1474.34022857,1519.63825539,1495.77505636,-41761.566085,-173898.07816,112892.93342,97621.8141957,588168.952925,1530.97640164,1615.15450141,1522.9021481,1474.6824196,1528.87845977,-141214.374355,836507.780758,-70518.9079683,-215490.701461,1430.45481545,1458.05735778,1461.25955621,1490.69873185,1549.42526178,1486.83909794,1485.00723108,1522.42664963,1586.16918666
1144,1543.32278002,1480.7223613,2413.85930386,1494.13966322,1455.61922899,1423.60074351,21019.9423306,2265.74147491,1530.71326855,-42412.0135355,-394154.42039,11366237.1639,20089796.5819,1517.00961896,1454.32728547,1553.72288282,1443.61126013,1439.61688609,1412.06325809,1413.80194435,1488.99164852,1460.94947333,1541.7087323,1530.64803601,-599288.611801,61614.505812,-323960.898158,-210031.077191,792306.709807,1520.67476812,1575.49377134,1484.95967859,1405.02528462,1514.72340528,-616153.682323,-93848.9370422,-27426.7306076,-154800.307863,1441.24768222,1417.8834527,1440.43515604,1509.05400286,1520.6462796,1480.61105754,1467.98499879,1522.5648727,1547.96269819
1145,1506.46321789,1512.35764709,2353.10682169,1514.29661045,1450.8854264,1426.27347408,22066.0931421,2300.77032052,1561.79739265,-11541.7886684,-81231.0355261,-1548351.11049,-53774.2739188,1484.84994711,1494.38639095,1564.14401365,1445.70572168,1440.36794022,1416.58819848,1407.61545969,1500.6939131,1473.16860356,1461.59606573,1534.85169659,40759.8156683,-125592.610229,-52512.1906267,-212259.415715,266078.311173,1517.44088012,1610.89064607,1491.78736991,1440.2842484,1503.53555581,1509014.85346,215468.772898,-70083.219265,-24160.854143,1417.69364907,1423.40592735,1448.92266268,1508.04923067,1500.61908789,1480.57978821,1472.05292526,1508.55446625,1486.23064845
1146,1487.60592103,1511.23984401,2330.74371564,1520.03565815,1412.17413304,1444.41169788,21877.2977756,2294.82566192,1547.53926241,124329.667991,-62005.0800446,614054.499368,-27162.3134871,1511.91242363,1496.77858094,1511.22136241,1468.8344527,1417.13965303,1423.33124873,1458.01332424,1505.21308542,1485.5379429,1512.33343031,1540.25829825,-308476.264514,-63254.7783105,-7552.20488648,-196903.782074,45866.6755747,1487.55347034,1607.49017843,1568.53637619,1501.99892886,1546.70636129,-105201.951748,47432.3991339,-67544.2860214,32788.2571454,1448.67170079,1432.50775543,1446.76856242,1454.55853902,1481.59890614,1500.35734904,1498.55720198,1510.85973255,1472.74600718
1147,1474.5441417,1494.48671605,2381.04637818,1474.60017599,1468.78012597,1447.87066453,20948.7617515,2279.37546004,1525.03409925,-171617.882076,165632.99454,315633.052938,-32347.4923211,1527.05956332,1482.00533629,1496.05482086,1455.88058881,1413.57954507,1431.56483798,1489.2466068,1518.57472543,1470.03352331,1576.95631927,1549.54032716,-46191.6409941,55547.3514785,133060.335248,-250917.915183,-158637.872139,1481.31943418,1585.90916377,1579.90905362,1533.54515034,1550.64547708,-61134.9570644,59946.6250331,384784.940559,-16486.8410638,1452.2226596,1441.85009686,1404.54510316,1435.42218794,1470.24932365,1507.85188611,1488.88051412,1506.00814944,1481.0128566
1148,1522.75620992,1466.08816296,2355.78350831,1478.06137113,1480.51363675,1469.96428704,19224.3461501,2213.79800889,1514.43765871,176434.343938,411224.470571,309900.950003,35561.6875506,1507.19314506,1485.97656396,1493.06959743,1439.70428598,1444.78002588,1433.4765238,1469.74713023,1497.48712166,1498.06574029,1530.19290645,1501.92520139,309632.331567,-387712.314179,270018.566414,-138947.497394,35013.5314408,1510.56336504,1573.93713058,1569.05000699,1518.46666203,1490.92645833,363596.745708,94580.9985768,-254152.570336,-279228.485085,1469.84715501,1479.8036898,1428.64946485,1470.81782302,1530.47083388,1471.75950594,1490.64465642,1480.25329724,1459.31635687
1149,1502.03561034,1448.49632506,2423.28326892,1502.40387646,1442.08397955,1455.89306334,19875.481785,2223.53758688,1490.8391871,-190414.780705,251956.790795,54792.0111212,29117.0976457,1463.24508478,1471.82574609,1460.60087799,1457.40823754,1456.18494342,1429.49851742,1431.87116085,1440.34981308,1487.9525463,1505.61058579,1500.04485488,695615.605181,-1514.29623708,98033.5200775,-94956.5919008,214420.537759,1476.7312835,1546.53717526,1539.64678462,1478.34456767,1496.66248793,78850.5087391,-79141.3743259,-120279.129356,-168382.898367,1499.18769863,1503.39843679,1478.8257711,1483.55201553,1518.38611667,1453.78183428,1517.85093737,1456.03115803,1514.52157829
1150,1441.12142166,1476.30482015,2385.89861391,1496.3249572,1472.2889683,1430.74259466,21331.2508582,2282.51564981,1555.03265335,31117.4289894,9128.1703589,518336.069679,69400.8778488,1445.83440828,1478.56796257,1477.73798908,1443.3298274,1448.69385535,1473.33981013,1457.44792999,1479.33053259,1458.74582696,1513.86491094,1532.71161916,-152970.214509,65013.8124981,106937.275053,-5984.97950196,131881.894617,1496.86597666,1574.10820429,1521.29727185,1480.96761093,1543.98360333,116542.599993,-169802.245492,74916.1132382,-17418.4931665,1508.37712079,1452.14793286,1475.35469311,1488.45739505,1487.78662101,1500.5213129,1526.79057054,1429.8901054,1520.08008294
1151,1490.70405701,1485.75359041,2336.34192238,1494.56918198,1461.28473154,1400.17888955,20485.1286237,2211.81467103,1591.01515702,138835.72928,-7104.50369438,219150.961578,41405.0450477,1482.69554851,1498.80878578,1478.19973385,1455.45973429,1463.97672894,1502.53515971,1436.97296215,1472.34792945,1458.48525809,1510.8689996,1530.09867457,303030.547636,59467.6434262,-88585.6965456,-163057.904593,-30049.830509,1550.41448143,1589.45979555,1548.9386488,1504.66859319,1563.96140925,35555.7716764,-185034.001344,84458.1255818,160463.455287,1520.55504513,1454.44704969,1481.96607141,1538.33210138,1463.28921351,1516.50130555,1501.12537484,1405.5234753,1476.42146273
1152,1516.29105283,1461.10159265,2396.23799924,1451.28817627,1459.93569888,1409.95937522,19945.8816742,2179.33293868,1524.52862201,-55222.0344348,312814.117593,-83703.6850799,-73834.5737232,1529.20610743,1538.36189593,1493.13249508,1469.59104204,1432.64788252,1482.48773986,1427.22050897,1460.85083438,1478.887323,1524.47080925,1488.41390978,119619.150147,84384.0047049,-86653.899517,206069.624827,16545.5208267,1542.11936222,1598.64232198,1571.88920711,1552.63502016,1545.69786818,22734.7404471,-75145.3290997,91972.3958165,206869.12155,1468.78826698,1495.593192,1484.5770731,1506.62568329,1471.88864544,1526.82410488,1465.48402745,1437.49555131,1519.01702625
1153,1500.72068852,1521.07453636,2369.07885162,1462.12718363,1490.53109481,1432.11560127,20021.1832284,2202.58650955,1544.23634404,174024.373765,-122510.531915,123023.487954,134353.464427,1536.42962082,1526.90197059,1506.7256183,1461.59500523,1434.47705348,1482.26806378,1451.53984524,1486.39227459,1488.20549457,1553.05008934,1499.33949789,-1425299.95633,40834.3562985,246910.837845,-1046680.2201,-71603.7715078,1561.63291973,1591.2311398,1539.9802128,1559.15890029,1502.953404,39426.5199139,115115.811414,34322.0168049,151882.197383,1424.39572802,1477.07582477,1446.69404883,1436.71522011,1553.60147969,1544.58045768,1480.0004427,1473.86937608,1515.70871581
1154,1480.62867918,1539.03337979,2379.01464445,1491.38655088,1491.31424686,1436.22456222,20375.4688216,2242.91345315,1567.00563017,-163167.352735,-240013.661952,-19479560.4578,19709.7714999,1541.63376678,1508.2995766,1484.32268609,1451.81609688,1457.72470298,1465.95909112,1444.59764519,1462.46853774,1469.91408428,1530.43866405,1530.81560101,-55389.0671289,29576.738799,-12809.2033126,-118576.513787,-1378576.21562,1524.32202161,1543.86218972,1520.96822438,1526.42573022,1485.18824882,99116.0271274,303669.615258,88324.2329168,52972.7071236,1404.86291286,1444.73937807,1431.97166807,1435.37252614,1560.88696524,1500.84289518,1503.91509568,1493.49593236,1511.08990296
1155,1477.43602794,1508.12567484,2428.59315569,1489.75290428,1493.29712125,1445.44617321,20298.4412622,2234.74462602,1516.85411269,-56353.5173788,-73944.8364801,172101.004793,50215.145498,1534.88547951,1533.3410031,1462.31716402,1441.00960046,1451.86371887,1424.60364737,1444.14091291,1476.11663358,1453.56992486,1520.05296276,1517.13528966,118612.888173,505014.527488,493567.647962,190266.189431,134398.549978,1511.89637809,1544.4592267,1526.30482699,1496.06376413,1498.83683365,1420962.0367,1121507.6092,-98463.9441686,-93784.0672361,1382.11631398,1425.46918381,1439.82666911,1495.03415926,1562.64596129,1519.28841337,1479.86803434,1530.53930882,1503.96044885
1156,1474.50691285,1494.78811365,2398.64884652,1550.68873235,1447.83510192,1453.8763618,20489.0352222,2224.89617126,1516.72445836,9462.42432382,5282561.78511,-243596.892026,-73738.2645902,1501.70943139,1540.17372974,1460.02916549,1459.44289403,1471.84392982,1413.49963812,1418.70571347,1488.17123914,1471.72890249,1563.30317098,1514.70724516,28825.821891,-179744.919766,-1299646.42124,134706.667753,5011767.52959,1525.27182087,1570.52955285,1501.39346989,1474.62093593,1535.22880984,74895.186499,50732.9680986,174071.897747,298218.363507,1454.75819958,1439.42066455,1464.6321455,1504.88576876,1538.6081817,1539.78825117,1490.89515288,1511.63624329,1478.28360722
1157,1497.18481181,1500.93769805,2368.02700759,1559.03106168,1429.48720428,1449.50952429,20950.0233918,2296.86386494,1514.57290679,-67873.6346983,-178792.68738,-70407.4624759,66358.1964083,1479.59079432,1487.6027717,1498.27635675,1453.33083348,1463.18164445,1433.71912338,1435.53455047,1487.13346752,1485.41324978,1525.23765822,1538.4399722,32498.8222,19448.0348673,397846.037525,-176838.821939,67878.801317,1473.78030773,1529.19300045,1507.99217268,1471.22592028,1550.13639477,135153.849409,27826.0565293,34368.8854386,-63629.4038877,1494.76216294,1436.59739479,1487.79228885,1475.19586554,1466.17015693,1516.22680968,1528.37516588,1512.75082904,1506.00413221
1158,1481.48177953,1505.90559931,2377.62612178,1514.18419711,1464.15276396,1445.35596237,20305.4110075,2283.60195831,1520.97398926,-139481.614486,-305363.895646,59693.1435853,42164.266795,1478.11824206,1459.66550238,1530.84518349,1461.33038946,1421.52415351,1440.0559488,1426.03750198,1503.8667126,1497.90683171,1473.08168509,1491.3674111,27253.5054478,-264189.617743,-18625.501001,45457.8372132,5639.05999226,1479.96733591,1502.05885283,1575.33860708,1509.05636503,1545.67020766,-162186.517844,26613.0039335,-101574.737026,-269115.576545,1442.33403817,1409.35542159,1461.48230953,1468.32754262,1472.8759536,1533.12996934,1518.98398343,1514.281631,1492.12438337
1159,1452.72844301,1485.94749009,2389.54268166,1496.09193221,1490.42568492,1450.93266942,19616.3128806,2215.33962882,1578.33810723,40469.3587127,-1473455.63556,-204629.160722,18439.825256,1531.72254296,1503.29681899,1533.70882803,1482.80894372,1433.35096627,1463.03316924,1392.56572156,1462.9354149,1494.44224544,1482.28359621,1476.76333968,26336.4650398,94387.6849736,2529985.62153,461236.227295,110469.465695,1479.73356131,1520.28555725,1581.84133945,1522.2362625,1533.86491543,100260.043716,36344.7708722,6959940.85977,-15955.9784522,1456.9435101,1442.22365062,1456.74991422,1488.0396361,1528.17432524,1540.94330698,1488.69561206,1498.32403584,1498.04445988
1160,1440.51712418,1484.6203739,2414.42217959,1486.42978183,1478.86740464,1417.29024761,20997.0442557,2252.92887836,1547.29796887,-60185.8701129,-76872.8588591,-331399.994157,17843.1337136,1511.3128849,1483.35741068,1502.60204116,1477.13281254,1462.72394054,1459.42362122,1419.65605883,1473.03759017,1485.42228054,1483.43142536,1493.6190016,39012.9435684,-133507.38654,-1054854.50372,-644588.17319,-123334.776846,1489.09876896,1522.35982276,1522.91941456,1489.06478982,1485.4329082,3245085.15916,-148479.020097,-84242.4548133,99454.1813913,1496.41582807,1490.27772302,1459.48457365,1502.10601066,1545.0837139,1500.54851528,1469.60568526,1484.47068435,1528.51765726
1161,1453.40333622,1523.64582394,2410.27972598,1480.28768002,1472.51135508,1418.68211856,21272.8429382,2266.22193241,1476.52009586,-52879.0478392,-129882.890656,-182057.138538,-33918.0836365,1475.54816302,1486.72152428,1491.15227788,1497.13673659,1494.84075847,1434.00235811,1441.26368976,1509.42620199,1509.28036669,1521.40467816,1460.60387933,118147.524767,395398.344665,1139439.08763,31229.0138472,-83016.0071805,1552.02948667,1519.44202171,1473.63729666,1528.10822629,1469.90390808,-347607.784364,-46282.2777249,-121666.629337,266717.23967,1514.86771873,1475.29773382,1446.17259545,1486.17642649,1567.49649431,1451.28053143,1450.24577134,1464.87841613,1508.33685121
1162,1517.55605869,1531.02681229,2367.43300366,1480.95524665,1465.74684165,1461.5550469,20784.8280336,2293.51064593,1511.72309848,59286.6270624,25284.48035,23571.2157284,-55531.8954407,1519.66181256,1484.42650071,1484.89259907,1482.48661547,1489.60666055,1443.75652459,1444.72638766,1491.86784379,1542.09500205,1530.20846468,1469.91396172,68787.1600934,9530.99017505,112733.02469,160822.0605,42633.1375404,1519.33867802,1515.79579445,1476.66153898,1530.73836069,1494.61845979,125280.856576,-107930.688301,83959.6552696,105756.839112,1473.69816235,1454.61351032,1443.84207391,1483.55096063,1527.77014148,1474.29026526,1447.76311417,1507.62189469,1515.86535503
