,mval_ 0,mval_ 1,mval_ 2,mval_ 3,mval_ 4,mval_ 5,mval_ 6,mval_ 7,mval_ 8,mval_ 9,mval_10,mval_11,mval_12,mval_13,mval_14,mval_15,mval_16,mval_17,mval_18,mval_19,mval_20,mval_21,mval_22,mval_23,mval_24,mval_25,mval_26,mval_27,mval_28,mval_29,mval_30,mval_31,mval_32,mval_33,mval_34,mval_35,mval_36,mval_37,mval_38,mval_39,mval_40,mval_41,mval_42,mval_43,mval_44,mval_45,mval_46
2993,1227.60016888,1236.62250013,1641.86687199,1245.79598899,1171.33197977,1149.3858456,11336.0948277,1638.84262296,1207.29851722,13440.9011807,-63510.9901025,-961615.579872,31112.816247,1193.73932596,1216.11187007,1191.39195779,1174.78949606,1176.94503365,1220.32536866,1177.56386491,1234.1360699,1206.99952508,1252.93529832,1208.34464865,27565.3959647,61397.4481091,4969.11812474,-17650.9266125,2300.65533173,1233.9648299,1226.38964358,1248.28296289,1269.35652113,1234.86710365,-16241.0729341,-43360.5166999,-16213.9924828,-20543.5615666,1144.41519666,1174.62722478,1164.79182349,1194.00691518,1211.2572694,1258.59051466,1252.29194152,1193.99361646,1225.16956001
2994,1197.35024149,1203.36694489,1661.46773091,1260.86523635,1200.53494065,1169.33249351,11392.3511787,1647.18540949,1198.61776155,-40021.3414485,400772.699307,-22032.5514721,-57636.1830828,1153.31420302,1203.66361234,1189.43214558,1183.30379701,1141.79000889,1177.36382609,1132.57218176,1197.35249436,1178.80938714,1247.12250601,1246.71191367,104952.705457,-102062.127255,-187408.594161,289953.725212,-164926.613516,1251.60050468,1270.96857642,1255.8826177,1223.08553162,1184.06104597,-12641.0539746,-31944.8855272,-22284.6105631,-31164.4612322,1155.08069128,1179.65007417,1179.98439539,1200.30013068,1233.76991544,1240.61791442,1231.35209555,1241.18413241,1246.51682876
2995,1198.49514799,1220.50379935,1641.22418998,1235.05308406,1186.84841033,1188.88836494,11352.1481649,1627.48231356,1225.87535202,-274064.450705,-164198.883245,-20746.4890576,-41647.9100459,1204.8879241,1219.28054213,1159.43956557,1183.18654297,1145.48145405,1157.48972351,1147.62486167,1169.32770761,1177.94277967,1229.25136835,1236.52301465,-128998.32099,-135849.489185,-98407.6690592,-852328.78942,102940.516104,1252.40002156,1262.32092349,1261.71861928,1197.56425057,1202.41138639,-69255.5444008,-18616.1411089,51962.3313105,-329727.930587,1181.12598931,1146.89018276,1197.30037607,1190.17825004,1264.49266324,1198.29397067,1225.94083855,1230.09530984,1262.24139686
2996,1231.40495625,1213.02736171,1580.83528617,1234.44440752,1150.85904453,1188.50055507,10952.5054674,1632.52788505,1222.94856797,-95664.8077457,-97937.3807546,100445.669673,-99317.4334356,1221.23633436,1206.45110232,1186.76427777,1187.12679986,1174.17317733,1154.77775716,1140.59217661,1173.24369392,1226.06029042,1252.20724211,1180.1852072,2086970.1723,-13827.4772036,-99508.9804013,-2540729.19756,347322.653703,1261.98646325,1267.76704491,1266.4825443,1238.06516353,1253.99652669,168098.815476,-79637.0878255,37451.3638105,29276.5072215,1172.77590579,1161.86906754,1238.63320115,1181.23177282,1223.91665082,1212.67597615,1230.99918787,1221.72984096,1211.58311712
2997,1229.35616842,1212.41128804,1603.24070575,1222.35023052,1153.16405259,1191.90905063,10481.7661584,1593.24402206,1205.97840262,265182.344731,-134160.137664,-89353.2926753,85300.2958752,1214.40679827,1181.21160194,1227.57343801,1184.89432263,1155.73413428,1166.59861501,1141.96072707,1202.21590561,1239.43822719,1239.24546142,1183.10249975,46205.9381697,-186713.149298,492198.583825,453819.513184,-52954.1338052,1265.32168065,1301.48285087,1258.01137989,1226.60085579,1265.49631803,-262390.84358,55261.8682942,20888.1318763,1762661.65246,1208.8996531,1180.62684352,1222.25670949,1179.00592035,1231.3453308,1223.20453232,1225.20971821,1195.19231289,1174.62991541
2998,1214.90027925,1213.44356657,1627.15465483,1213.5885605,1174.11305213,1184.32355485,10633.2695775,1598.21332509,1188.72604802,-10704.6266923,-87630.5930671,-145161.648818,-71609.5407024,1217.58019309,1172.17680903,1211.37912067,1203.51719196,1152.54907057,1172.96359242,1160.98495069,1212.8400357,1247.85079247,1178.53257474,1212.30682109,-43560.0348521,1729.35506931,-65592.6589843,-23572.0163254,586263.253809,1240.33354077,1266.62218561,1274.42371899,1238.56795763,1232.33940846,599253.132668,-5144366.66348,79654.5547823,13961.6176699,1201.90720268,1158.50776846,1200.85606308,1212.51079331,1244.40327643,1228.98912591,1218.68431413,1175.68713957,1185.36306067
2999,1215.06797045,1198.56073484,1605.10599189,1224.75794651,1174.03891054,1171.04844147,10971.6719934,1616.32146067,1158.69404578,-635.865499605,939524.646421,-85935.8960217,-28574.4934253,1213.05227379,1195.69317913,1202.71906583,1213.2012323,1160.06144341,1172.76875827,1154.74884009,1239.28782297,1251.95676887,1156.850204,1228.00504902,-181311.833098,21731.95939,-181648.3676,358958.492865,186828.566711,1224.62960337,1251.90045705,1238.23877645,1237.35706717,1216.54230127,-53884.8476169,-125644.653339,-1081843.03685,-2287551.88154,1180.75131092,1147.61164755,1186.04625753,1209.53356075,1216.38217267,1231.78316546,1209.69784665,1181.85346243,1200.42197688
3000,1221.89481242,1220.62955461,1617.3955054,1254.76339076,1172.51149209,1169.67349697,10785.6549173,1621.29400971,1193.80182314,-176466.006018,-341230.992478,-69382.467196,90854.5293499,1256.78277625,1197.23000563,1206.53998152,1201.97693569,1158.28396966,1175.16104242,1143.99859446,1207.52533487,1233.10489936,1204.3539953,1215.06069099,41954.8145421,-1414512.29265,-24361.2593761,60363.2572568,-48728.3725141,1231.89013725,1242.36110522,1216.23822682,1209.11204487,1234.65701577,-15248.6040645,-110517.518271,-1599851.48726,-469660.481112,1184.93221285,1138.23537526,1151.41372582,1175.63636689,1224.39000616,1212.91672944,1244.56754875,1194.43929356,1224.95907627
3001,1245.45279308,1247.12608547,1678.71168745,1269.53839162,1186.14354823,1189.302227,10496.9636897,1606.7156448,1234.10249619,99264.4509693,103954.45545,92671.3750957,-43832.4807986,1232.12529518,1183.04698211,1232.67131206,1187.46710603,1158.79196254,1190.08583072,1148.26565932,1191.10196406,1208.96133887,1222.75369564,1190.68909987,-53660.9006612,-314168.153422,-75024.5586937,-4720.41649228,243721.753017,1242.84821367,1231.15883161,1262.16976058,1219.72461075,1200.0944022,-37686.6197905,127472.635548,-25851.872088,-142671.493439,1156.60746865,1127.23514519,1150.16095331,1190.08327071,1231.98999519,1205.35570611,1225.5802447,1208.27364858,1255.81790893
3002,1260.43026274,1233.50734933,1704.44196964,1262.7371691,1202.59207323,1204.27397022,10917.6524994,1590.51964521,1231.04115379,670874.510145,19410.9321117,93970.6853675,-40713.1144645,1205.08375291,1203.63700806,1230.97712678,1189.66487909,1168.15762215,1169.03641239,1149.99188128,1202.62915649,1197.73677714,1228.65835829,1258.04762063,-43394.6282154,4469815.73198,347069.468976,-358633.290794,165007.331079,1211.73675242,1256.96517765,1271.26223376,1227.51083048,1205.99871055,-142262.341256,-43538.5945863,-225.574113511,-49084.8485854,1167.39342944,1171.68965032,1150.06778353,1182.37460018,1207.56925965,1207.77482232,1206.11337062,1218.25827034,1224.42847672
3003,1235.95168928,1207.06752435,1678.47484842,1236.02353398,1218.76502735,1180.20577186,11116.2679365,1601.94332783,1219.14306829,-97090.5677589,-20620.5753043,-65480.7580749,-33451.232181,1216.06309481,1215.76167151,1235.04358154,1209.54534589,1188.12350917,1172.19810794,1160.16884663,1188.80730839,1240.71989566,1249.63281624,1302.92954973,-283528.03784,156470.21094,8071.64412426,2874349.91651,606163.871277,1177.74769037,1215.08828046,1225.95034143,1193.68624855,1228.95065187,-37367.0026968,-43722.4088268,545395.836632,-401292.142674,1187.62598779,1201.65228407,1175.035051,1195.40788815,1216.6718123,1185.91596921,1218.51992955,1247.45969005,1245.10321863
3004,1215.43605306,1212.38513059,1679.26588149,1214.54811366,1216.31636983,1169.68062246,10901.1522356,1614.16352492,1243.5806282,-112938.317905,-338778.568171,-33696.3948015,-48530.1698953,1198.90608209,1244.18186489,1241.81701433,1214.44888786,1174.33395666,1172.87981353,1159.11566235,1217.58130569,1245.53039716,1236.22925876,1228.37150151,42119.5142226,-92158.52194,41949.709007,-12271.9615814,315522.101838,1184.43021747,1210.92971067,1205.70924322,1188.89206251,1226.46356872,41551.0297029,270502.73201,-73249.8741056,-144063.403281,1188.51907611,1186.79530921,1227.13073746,1217.01024396,1233.08109253,1186.60268481,1220.97367689,1274.54292285,1286.49150192
3005,1196.18634527,1213.35039865,1663.18880931,1266.82059513,1191.89323732,1170.50717884,10794.3366604,1581.16429071,1244.49887573,92729.6917688,100549.624824,188179.853294,-165358.136019,1171.36684734,1265.76419349,1217.40987859,1227.46079682,1177.56674727,1125.09670441,1147.64316728,1228.4818181,1203.08162443,1209.40597686,1191.99606804,22760.5157571,199639.718577,-144727.200274,-31691.9400249,-678089.186127,1236.67555873,1240.83838444,1252.61249965,1228.07860637,1232.02279987,26276.4171646,55257.0269426,79860.7229561,-39163.4353306,1184.34555067,1177.10048251,1189.66544146,1171.07755009,1212.18673287,1239.92731866,1254.74646794,1230.12979819,1219.19790022
3006,1216.2194635,1216.56361037,1651.63035597,1292.13651884,1163.38302888,1174.11042454,10737.1220362,1567.49224911,1189.01882082,52561.5191744,-113523.172465,179103.636902,-21880.715442,1171.8103354,1227.92791941,1222.88953167,1206.67850042,1152.09616599,1143.93245877,1187.20600425,1216.45410892,1212.89786301,1215.12806187,1196.13167251,47680.6519456,-3856370.05851,-342299.381738,-363351.557522,561220.911586,1230.2340712,1241.98491878,1287.38523771,1247.83853232,1227.32907115,-388005.89753,49503.4376274,929.356173426,-40853.9822133,1157.75295656,1162.38783639,1152.0368726,1163.23565711,1228.48114998,1250.26638683,1253.52121003,1210.16348366,1177.41822758
3007,1278.88739112,1234.09528156,1689.16076479,1243.48208919,1176.89768541,1165.97041254,10523.1434489,1573.18595417,1187.46649823,9009.18688835,-129158.862916,-16967.9187428,-34507.1354873,1212.79303126,1193.41749533,1229.70061419,1177.25647203,1144.19773435,1185.20560524,1175.99663254,1208.9449019,1239.06440315,1243.72851306,1215.06583464,59850.9721,779267.235193,147912.197258,52723.7485421,41253.0691379,1213.70359201,1260.74047646,1268.73372665,1245.66721195,1221.4286585,-130599.092359,50453.9362081,40994.6774159,7626.55265619,1145.59299301,1159.0439744,1166.21925724,1187.46245906,1223.37485899,1243.78496925,1210.38227946,1220.54558472,1211.78235306
3008,1235.33119276,1222.06423906,1637.3207246,1239.33502088,1208.83819544,1152.09038105,10777.6165098,1577.30588113,1234.21869639,134542.940656,4331.2481935,85447.521913,31069.7601801,1229.77827716,1192.81970363,1213.92582708,1192.32085116,1155.06637015,1173.00764525,1146.4243639,1216.28528983,1248.72904503,1252.50979243,1198.34996427,26752.4206503,-146394.96932,-362853.934897,98990.4521855,192560.605464,1246.60229688,1280.56056074,1277.19045187,1244.61444176,1202.6749559,-281424.37724,75349.2443739,179773.904098,212131.904957,1156.94780445,1138.93068662,1161.62403817,1190.65742171,1222.63831454,1223.14136429,1176.96234649,1201.91359915,1216.55121833
3009,1183.47155452,1210.63372324,1576.84122081,1238.64913449,1199.37395829,1168.65588509,10769.8684715,1599.03061951,1219.20081185,241800.695245,714569.754993,6800920.41661,17390.8526627,1186.48205042,1197.75821144,1203.0847759,1182.29141852,1153.39989668,1175.3959835,1180.16257755,1232.16868843,1217.83642481,1220.40698913,1218.93335127,19776.9173442,-60758.1937123,2098752.84165,1709145.48495,-288478.70313,1252.27048148,1227.31588894,1257.96022767,1223.9491326,1196.77404077,-70535.0690067,34813.7465936,164468.406007,235096.000012,1158.03103316,1122.5219862,1155.22423951,1174.02794364,1244.41747136,1217.45777274,1178.15463516,1208.7400755,1237.63142764
3010,1198.35382289,1216.09233467,1590.05676272,1201.12449129,1187.03760066,1156.80982336,10286.8167599,1585.32219144,1204.9177836,-121177.051972,-105586.305567,162116.327185,57141.2191198,1207.65389913,1208.32071366,1240.61180391,1150.17918478,1183.25845698,1191.66493301,1175.88874828,1241.44951515,1186.68938845,1205.93098128,1228.84884853,30006.7162419,-239004.158093,-87181.4833715,-21648.7009014,-53197.7938616,1251.6832917,1201.05984441,1205.62279572,1175.87485345,1219.91464944,9590689.14947,38128.254275,-944184.914084,-14149.3538173,1181.80601465,1143.79342014,1169.92846744,1163.77627287,1204.17485669,1229.77032285,1210.08358544,1195.68563335,1289.52610688
3011,1195.90810274,1219.87785144,1629.12407543,1215.88615687,1200.66585386,1155.23042896,10732.8177766,1600.50280216,1221.78057574,-23208.2962818,320909.147692,-497957.132039,-164751.088683,1234.15972611,1212.84375197,1248.75450315,1169.65758394,1165.2282665,1155.28354719,1165.01594681,1220.88006905,1209.92337074,1188.27966235,1197.66185045,68929.4742679,1195618.49074,2908312.434,98481.9683229,-36474.9018042,1225.86698897,1201.43619576,1179.2047644,1157.37198075,1256.11617294,29698.474178,54105.5840837,2539512.17875,-130337.663336,1179.87289771,1175.09500673,1167.70494586,1186.41356839,1197.42328636,1203.73287884,1242.9296208,1163.43577574,1254.15125196
3012,1199.68263236,1224.59535913,1656.25971639,1227.48183021,1176.86089784,1164.18811543,11043.4038284,1624.41619688,1258.20381242,202698.021946,14242.5405341,-29629.2645281,49277.8385391,1228.51464822,1179.13517694,1209.06140305,1192.1303533,1169.31277559,1139.01533682,1144.5883601,1227.36147535,1232.86896527,1181.11886421,1201.43589635,-28266.4403723,-158479.289996,318238.10881,-43437.4340527,3043.2406119,1213.23502643,1203.66011977,1190.02770436,1192.76188502,1249.87774912,34452.3062336,37236.1329187,31004.7922317,4651.27493136,1166.52113357,1175.0485593,1162.76007369,1179.16921487,1208.18788916,1177.38579914,1228.74272909,1196.32184915,1195.45943773
3013,1232.52564661,1225.66848841,1612.81536609,1181.01472597,1207.67642371,1157.05676021,10809.8158011,1601.0797728,1250.29894265,6308841.52952,2136581.05216,4053668.67914,18440.0572152,1245.3528853,1154.50896371,1226.03694925,1183.94646003,1174.21506594,1146.52688045,1143.11299524,1279.97064187,1223.16032545,1195.52526864,1232.24824448,-56221.5563947,80913.7487556,39934.4439157,31090.2253295,-141249.918306,1228.00667742,1254.37853207,1237.09498592,1213.64658556,1213.14673356,-366668.12262,57205.4236866,683990.203874,35950.3283598,1200.30473823,1205.40072839,1149.41966067,1152.02506375,1186.92493747,1165.69710198,1233.78779269,1241.79442241,1195.85062698
3014,1260.64012908,1258.16795081,1607.97831067,1172.30159828,1214.23495122,1160.5138526,10277.2080429,1580.9753078,1208.12504844,119145.423569,49435.0973225,424670.917478,25828.5364049,1236.55000004,1163.19437248,1241.02449457,1194.8424507,1181.4262312,1190.9187047,1178.82642695,1242.70060275,1202.96346713,1205.43138676,1210.20989199,84089.7296536,233151.277771,192235.184639,49971.925325,-116073.935779,1253.41673037,1261.01058649,1261.61339391,1204.56936551,1203.23627521,-249185.783324,-93772.5278112,-116210.580514,-96299.1711032,1187.83902641,1238.77372225,1154.67395134,1165.01379967,1206.79597541,1180.1887654,1211.19222856,1208.10295133,1201.96178332
3015,1226.0905123,1254.30363474,1605.15357402,1197.00457524,1188.53962437,1143.00210807,10032.7642595,1588.41278366,1225.2226746,-48704.1530543,-51428.412378,-572955.452913,-235933.123081,1233.29172537,1193.02433276,1244.45842347,1192.86147112,1196.7457788,1193.36115107,1158.52633919,1198.65486218,1206.33560917,1236.48672791,1194.58479885,-47800.7031654,128787.576585,37247.5424654,23824.7208606,-346343.824971,1257.40167402,1245.79812777,1223.46051777,1216.93322587,1202.81336891,34159.3732965,-201367.431252,-129596.571454,-51345.2823148,1156.50094642,1186.52464056,1138.82226457,1191.65192556,1234.88499704,1183.11532905,1163.95332527,1188.3780956,1204.46649058
3016,1202.45364199,1227.49780103,1633.11716136,1205.11526056,1170.34946696,1137.89514597,10281.0125411,1578.8298026,1237.32592186,-14874.4354266,-40322.3040912,-60056.966459,89177.8376677,1280.53972795,1245.23168168,1265.21791746,1154.36416166,1172.29182218,1151.806943,1149.57444154,1207.7704424,1225.64702879,1242.24583019,1222.59298573,60005.4861782,1535114.23655,332605.254276,-511404.153045,132194.97593,1226.78695134,1228.60689807,1221.04817894,1224.76049416,1200.51597904,-791101.118808,47177.1805989,-155311.064735,-49295.0546094,1186.91093244,1151.29197661,1148.78495045,1203.23199494,1239.15358862,1183.85996809,1223.06795123,1226.46138645,1224.44885707
3017,1237.1797356,1233.46288437,1681.34343121,1217.01494388,1168.67915988,1148.52769133,10327.4965585,1553.31513061,1256.15775443,-22371.2069671,280257.042565,-55017.1218843,21214.5196643,1257.33090343,1229.32155402,1264.52036236,1153.68306533,1165.90475524,1178.85354919,1174.50117204,1210.24589349,1228.74127257,1214.72500392,1213.06021498,174629.016392,-58541.895402,27396.1918863,173502.922094,145602.283548,1194.77536411,1238.09070241,1240.00189626,1215.48130689,1195.10090088,-26270.8070388,-3291683.63647,-74584.1846253,-54032.829756,1188.38725693,1143.37129049,1186.48324677,1229.16248622,1228.10359576,1226.95175394,1233.69848155,1238.7561715,1233.646288
3018,1262.40418483,1208.9346679,1655.18181528,1210.69158586,1203.8232875,1141.49012853,10632.914077,1564.1147931,1246.19203153,21360.7728667,-165645.295092,-101333.878538,-27502.399798,1197.10666994,1219.80725908,1242.40479263,1185.0998241,1161.89401079,1183.80304123,1151.66222692,1224.47498017,1214.78465203,1234.59943247,1190.09490126,-103352.013781,-98169.9004178,-57803.0779371,88145.9288253,-157353.351054,1212.25627741,1268.06265798,1229.6337448,1207.91050452,1234.89120316,-150441.937942,87728.9997021,44342.1766419,27791.2578272,1163.45225707,1169.90564038,1192.64729154,1193.7874829,1223.55667288,1244.1109545,1217.34487379,1239.18355843,1275.25464279
3019,1247.60034498,1219.23349536,1692.07207457,1214.9893308,1199.01466508,1158.82317278,10656.0052539,1602.33096058,1230.16104291,28563.8759095,301736.285601,3082637.53025,-13405.8440684,1170.78589117,1240.19393549,1229.75580736,1170.1740229,1208.83169773,1179.67954525,1167.24934133,1215.50340623,1205.09698667,1248.89224382,1183.6814977,26443.352291,159649.595195,570514.568734,461508.838875,-71577.9772069,1230.1836701,1271.74475981,1247.25408406,1202.41999999,1276.61567616,24442.0788718,62476.255775,231851.860606,412706.367287,1202.44606011,1176.69772139,1198.24179523,1151.6514368,1211.67255284,1251.09946584,1239.13081549,1235.97866096,1306.81589309
3020,1226.55949649,1200.76228959,1662.09353806,1233.61999706,1179.57235469,1162.32131084,10229.8009276,1589.38192833,1224.87692826,-1328.46212653,16463509.9811,1572433.68443,-62580.0989294,1198.39147166,1231.69249971,1212.06269373,1157.09992116,1231.73270321,1174.41497444,1184.93535244,1190.57049587,1203.41493969,1255.28719756,1224.53183157,24320.3019471,157153.121898,-414546.727113,-599935.360107,-29564.9584252,1249.80439886,1242.86042864,1236.33592068,1193.51253664,1243.96329253,33993.923859,70551.9264349,53663.6722395,-15656.4893376,1199.72424588,1170.81833753,1156.47960394,1209.73346977,1215.05715082,1267.24398044,1210.98246943,1222.12261175,1264.98284514
3021,1218.89655882,1190.41855774,1629.38213133,1231.09407319,1189.87495347,1152.51273032,10066.7309121,1559.21185186,1207.23320231,-2808.97627851,9644.92111382,-14068.7794615,58394.9253428,1228.97242138,1234.32014356,1159.54082081,1172.56651442,1165.53995059,1160.88927874,1159.96376033,1195.22841155,1208.76011605,1262.21189808,1234.77973707,-1804214.32838,183138.061579,-26430.3679742,-248063.447341,-50331.0125227,1243.87662338,1252.90023979,1254.42934556,1193.83532602,1240.01547809,43987.2036236,42194.1093227,47094.8835802,-343430.758177,1156.78767279,1157.48285107,1160.60656965,1214.19410269,1250.56757256,1251.95702053,1230.82713174,1187.01236381,1242.02232202
3022,1232.63190884,1223.006086,1649.24478557,1224.89050238,1201.49722086,1183.664841,10535.8386345,1577.90407631,1221.31863214,126431.531137,-639224.693237,-17652.896785,84665.9416408,1219.59632587,1214.02796195,1203.39792567,1169.29566036,1155.83418986,1145.52656184,1162.7078195,1216.18411833,1201.21625897,1214.7432718,1216.07977481,-28684.5962602,-1622369.90261,-2877170.56949,517143.196453,4964.12469116,1211.95108299,1220.02003722,1262.00445926,1209.81387018,1259.35289145,79433.2257256,44522.402859,42121.6893378,25180.7266568,1146.65497666,1173.03626883,1193.16457551,1172.39130282,1204.90234799,1254.75727583,1242.40707433,1158.43039501,1240.09760823
3023,1237.3033695,1232.99007029,1578.2679912,1217.1390517,1172.25653728,1177.1767794,11139.1625903,1628.95849675,1218.75584575,143610.815923,47660.9493175,-225050.008932,-29841.9302869,1219.5590606,1220.64277962,1273.22498269,1172.71846045,1167.47177285,1162.7918301,1146.92998329,1185.91234183,1201.71286324,1209.22742991,1205.83189051,-26139.6673843,2131542.41568,58078.601648,132125.829975,167735.066991,1219.70786013,1174.16272027,1240.65095648,1224.57422152,1232.6594055,-16388.5074552,37210.0587978,11677.4930608,10921.100261,1175.52870684,1178.97356551,1187.91823777,1189.26319938,1201.91787263,1256.38376294,1201.10094538,1188.16998303,1186.7693789
3024,1218.57062877,1266.95092784,1611.76833185,1208.71992842,1178.0626356,1143.83438425,10899.5467959,1624.24675361,1215.95094522,-18646.7700511,-2863282.25706,1217673.3952,-67807.7314359,1215.01337666,1242.33904108,1271.78452698,1225.21609267,1166.26970405,1204.67012953,1154.25954333,1174.68675745,1220.79617465,1213.7508045,1208.90559681,-31690.9744932,170477.390853,-1312428.41721,-856756.180698,346637.88277,1188.17374424,1207.09791928,1220.31904472,1245.64106814,1224.08408364,-17158.7064151,47372.1831913,47262.3666488,63151.3383567,1196.09549823,1157.97118028,1189.7604744,1194.36220114,1227.5517807,1272.56784858,1181.34031743,1210.74677565,1186.02470144
3025,1185.3843996,1217.33785838,1680.30174374,1221.41170193,1187.13455909,1140.20495115,10837.8226383,1583.92935019,1204.95717944,56011.0860645,-345954.323745,-147361.946098,82397.5360005,1224.13482855,1207.34111023,1303.50489811,1228.61434504,1220.28952672,1160.06920172,1163.73761089,1195.47283449,1205.74309357,1204.08367493,1212.42680286,-23297.137035,-19636.2496888,182447.503299,195417.791994,46368.7229145,1229.96055996,1215.50949153,1169.0978111,1253.56419038,1233.84728667,-52068.7586458,-42902.1594312,-395932.07205,428178.385338,1165.41131373,1163.11170118,1205.90653172,1181.18660244,1208.38537449,1249.15489865,1200.6886384,1175.67370443,1232.26802436
3026,1195.14435228,1170.30112126,1637.23308449,1240.66850214,1196.93068232,1141.17209516,10958.6289001,1580.87704335,1201.77448893,186265.606746,28375.2594329,144686.328046,29583.6482124,1198.85289356,1199.76870184,1244.66007327,1190.80593925,1189.33037289,1134.71282043,1175.7320266,1212.52541196,1212.54210026,1264.83490033,1190.43022887,-37718.8481335,-74632.3477596,-98773.6144315,14583.0493002,15957.5742833,1254.96447344,1221.61724857,1187.7534681,1220.45077304,1201.31269374,-68518.2338713,-27859.1735991,-514439.760655,-18357.8636443,1164.25326531,1194.73445332,1210.43842722,1191.99067069,1242.0884173,1193.5031285,1225.53973328,1210.20653572,1215.0949558
3027,1216.05152123,1191.34657876,1601.31618209,1214.35046163,1181.62581794,1143.72834888,11090.1057966,1609.5071064,1222.98106595,19587.7399966,-24481.4943956,-144559.392912,19973.5048107,1199.52867794,1205.98233387,1189.84795451,1160.78202442,1129.78852142,1177.73644611,1181.44522024,1225.011316,1221.1337113,1269.97476907,1192.51442196,-50480.6902757,70031.03777,-109591.006792,-190064.636045,-97639.0640194,1225.31614973,1235.79364631,1232.9713253,1231.41502555,1211.74369076,-62390.7419615,129264.828141,323276.092673,-52013.2185859,1192.53038512,1196.16697968,1197.08994817,1167.24488917,1228.03872627,1184.00742652,1202.76687864,1243.56856232,1209.12127319
3028,1178.66068743,1197.93934512,1577.10737364,1190.68314139,1178.54918317,1156.76916027,10930.0947771,1593.27479943,1244.48536746,-155157.012716,-154845.179323,16909.4160769,150079.317805,1228.97321081,1200.4908199,1190.06566468,1171.13349743,1165.44993998,1160.99429197,1149.26839013,1178.15734854,1201.92129646,1225.93001135,1217.35926044,-213889.429285,-399742.726956,587122.03189,57160.2050868,126547121.611,1244.54919671,1257.73028383,1219.20847697,1251.58954448,1258.45671324,-50930.9627347,1122676.84529,-32500.1199859,196223.255801,1192.31265229,1146.95426318,1187.12534514,1156.04093373,1193.79036264,1185.21465142,1179.1372592,1215.87288569,1215.27548435
3029,1220.34264037,1186.5471708,1574.22545519,1198.16355947,1189.76669398,1175.95617265,10884.6054832,1573.32860786,1250.35440024,62719.9397971,60845.9408251,142166.957001,-25958.0442143,1238.18252212,1229.42754897,1179.84445987,1178.9150789,1190.45132794,1129.76005519,1129.56536949,1173.74203299,1222.26931482,1239.71711828,1214.86589511,28712.6218458,30504.4255136,217534.719981,-103698.880231,7135.35646687,1233.58648046,1259.75999168,1240.61797314,1215.08297081,1228.94845942,40500.833716,77074.3113832,9094.42528214,-2502.11428909,1154.51442417,1168.43714282,1204.95618673,1205.21902723,1217.60976823,1192.03500498,1184.11807424,1219.49564622,1192.56155332
3030,1243.22725942,1188.17763,1601.32041991,1201.70515203,1155.65023181,1173.6006918,11165.0106756,1592.77309848,1225.45932243,40759.9162741,-396733.826289,10331.4087248,-27439.0974842,1191.31728943,1234.80719526,1218.08048242,1170.49673551,1170.61932215,1147.55159626,1132.50281539,1184.72672139,1236.71684307,1233.3898636,1197.99931531,271679.982575,-120201.846841,90099.252523,-2596600.94556,-443188.525685,1245.90191681,1246.88305037,1253.99971633,1200.07134933,1205.20792156,20765.2237652,18435.6964737,-40604.3250728,-67096.9641744,1161.21343956,1170.90803372,1213.26530358,1227.01408375,1253.02898196,1229.43350357,1213.56330548,1189.54908251,1183.290158
3031,1199.63271842,1234.84603449,1623.65403414,1201.38786881,1157.72164651,1171.38881384,11174.7055589,1624.00319186,1225.15319021,-308232.602023,-93936.8863111,49038.7020541,-21648.756889,1192.30923861,1191.45341902,1240.76463532,1186.59521398,1160.65303979,1162.63090503,1169.04430942,1184.24868812,1251.87271306,1243.00741393,1205.94744882,-54757.7274163,188164.046533,-185083.619613,67189.1074834,388835.600263,1251.95115997,1248.94796883,1202.82493317,1196.3174506,1217.52577554,20048.2547543,28904.4076353,67910.0217829,99831.0671094,1183.52102281,1161.31292494,1172.9223576,1233.33180019,1246.08352968,1242.81649977,1207.653547,1143.36851128,1198.59239263
3032,1196.7925365,1234.46655665,1650.43163671,1197.91049407,1180.90250263,1162.82463789,10694.482879,1605.3921281,1224.21762042,-65737.9896428,101182.670181,-211557.660874,-35433.1546211,1197.41809612,1216.16943818,1229.48162965,1149.09913711,1182.63608978,1164.10936702,1168.4890535,1209.78384548,1231.16151893,1236.04632465,1221.82534669,-1206343.68899,772087.878238,-269143.507281,-178693.417896,-65533.9925979,1263.07513055,1233.72847205,1178.01083828,1189.09403686,1218.84506911,38736.4219182,-140535.318745,499687.667865,-94496.873043,1188.9111148,1163.68491985,1151.443607,1249.03411736,1235.73956517,1237.82759312,1179.91123351,1140.19610928,1225.04005907
3033,1214.82930803,1218.72374632,1669.24855624,1185.35528076,1180.37536298,1170.94454792,10538.4654585,1559.16622318,1204.92626627,-602132.800967,-16330.2471647,273.846503302,-26594.7590847,1226.18455094,1233.17516105,1222.6422092,1132.14940394,1180.81634416,1163.23014276,1169.99890776,1222.53184757,1208.75034566,1223.2414693,1197.75108811,117984.270526,-217381.830463,-20421.0631226,-93993.7819754,294712.622795,1252.40477527,1216.17038484,1189.38711693,1183.2255949,1196.62363425,-521953.949115,-608715.665293,-20881.3853577,-1313395.47199,1181.12219659,1176.02357804,1163.00357644,1242.70186649,1248.03455458,1267.06419023,1183.16509076,1175.19117853,1229.54983461
